vacancy_id,query,title,locations,salary_range_from,salary_range_to,currency,published_at,employer,details_url,date_added,source
118918029,c#,C#/.NET Developer,Минск,,,,2025-05-15T22:15:58+0300,Леста Игры,https://api.hh.ru/vacancies/118918029?host=hh.ru,2025-05-16 00:00:36.846234,hh
119454703,c#,QA engineer,Санкт-Петербург,,,,2025-05-15T21:51:25+0300,ATI.SU,https://api.hh.ru/vacancies/119454703?host=hh.ru,2025-05-16 00:00:36.846258,hh
120606440,c#,Fullstack Разработчик .NET (Middle+),Москва,,,,2025-05-15T21:38:18+0300,Плеядатех,https://api.hh.ru/vacancies/120606440?host=hh.ru,2025-05-16 00:00:36.846264,hh
120606364,c#,Senior .NET Software Engineer,Минск,,,,2025-05-15T21:19:57+0300,Syberry CIS,https://api.hh.ru/vacancies/120606364?host=hh.ru,2025-05-16 00:00:36.846268,hh
120606341,c#,Lead Automation QA Engineer,Минск,,,,2025-05-15T21:14:06+0300,Syberry CIS,https://api.hh.ru/vacancies/120606341?host=hh.ru,2025-05-16 00:00:36.846272,hh
120434195,c#,QA Automation Engineer / Manual / Тестировщик ПО,Краснодар,,,,2025-05-15T19:13:00+0300,Justice IT,https://api.hh.ru/vacancies/120434195?host=hh.ru,2025-05-16 00:00:36.846276,hh
120605060,c#,"Руководитель группы разработки, Приемка Fulfillment",Москва,,,,2025-05-15T19:09:35+0300,Ozon,https://api.hh.ru/vacancies/120605060?host=hh.ru,2025-05-16 00:00:36.846280,hh
119709333,c#,Junior D365FO Developer / Младший программист,Москва,80000.0,100000.0,RUR,2025-05-15T18:54:40+0300,Солюшенс Фэктори Консалтинг,https://api.hh.ru/vacancies/119709333?host=hh.ru,2025-05-16 00:00:36.846284,hh
120604906,c#,Java-разработчик,Санкт-Петербург,,,,2025-05-15T18:53:59+0300,The AnyLogic Company,https://api.hh.ru/vacancies/120604906?host=hh.ru,2025-05-16 00:00:36.846287,hh
120604409,c#,XML / XSLT‑программист,Новосибирск,,,,2025-05-15T18:23:38+0300,Контур,https://api.hh.ru/vacancies/120604409?host=hh.ru,2025-05-16 00:00:36.846291,hh
120604249,c#,Middle С# Developer (Unity 3D),Санкт-Петербург,,,,2025-05-15T18:14:17+0300,Gachi Games,https://api.hh.ru/vacancies/120604249?host=hh.ru,2025-05-16 00:00:36.846294,hh
119891755,c#,Специалист по сопровождению и развитию ИС,Челябинск,42000.0,80000.0,RUR,2025-05-15T17:55:14+0300,Областное государственное бюджетное учреждение Челябинский региональный центр навигационно-информационных технологий,https://api.hh.ru/vacancies/119891755?host=hh.ru,2025-05-16 00:00:36.846298,hh
117752843,c#,Senior .NET C# back-end разработчик,Москва,350000.0,,RUR,2025-05-15T17:38:30+0300,ОНТАРГЕТ,https://api.hh.ru/vacancies/117752843?host=hh.ru,2025-05-16 00:00:36.846302,hh
120431092,c#,Системный аналитик,Минск,,,,2025-05-15T17:33:40+0300,Бэлл Интегратор,https://api.hh.ru/vacancies/120431092?host=hh.ru,2025-05-16 00:00:36.846306,hh
120126773,c#,Software Architect,Москва,500000.0,,RUR,2025-05-15T17:24:30+0300,ZennoLab,https://api.hh.ru/vacancies/120126773?host=hh.ru,2025-05-16 00:00:36.846309,hh
120601962,c#,Разработчик,Чебоксары,40000.0,200000.0,RUR,2025-05-15T17:15:52+0300,Гарант-Чебоксары,https://api.hh.ru/vacancies/120601962?host=hh.ru,2025-05-16 00:00:36.846313,hh
118395157,c#,C#/.NET-разработчик в офис,Таганрог,,,,2025-05-15T16:57:35+0300,WISERV,https://api.hh.ru/vacancies/118395157?host=hh.ru,2025-05-16 00:00:36.846317,hh
120601093,c#,Программист С#,Москва,,,,2025-05-15T16:56:30+0300,"Ю-Софт, Группа компаний",https://api.hh.ru/vacancies/120601093?host=hh.ru,2025-05-16 00:00:36.846320,hh
120601089,c#,Программист С# (удаленная работа),Москва,,,,2025-05-15T16:56:26+0300,"Ю-Софт, Группа компаний",https://api.hh.ru/vacancies/120601089?host=hh.ru,2025-05-16 00:00:36.846324,hh
120599445,c#,Java разработчик/Java Developer (ученик),Краснодар,70000.0,80000.0,RUR,2025-05-15T16:27:42+0300,Aston,https://api.hh.ru/vacancies/120599445?host=hh.ru,2025-05-16 00:00:36.846327,hh
120351830,c#,Senior .NET Developer,Москва,,,,2025-05-15T16:25:43+0300,Spotware Systems Ltd,https://api.hh.ru/vacancies/120351830?host=hh.ru,2025-05-16 00:00:36.846331,hh
120425632,c#,Программист C# (middle developer),Ставрополь,100000.0,150000.0,RUR,2025-05-15T16:25:37+0300,ОНИТ,https://api.hh.ru/vacancies/120425632?host=hh.ru,2025-05-16 00:00:36.846334,hh
119781375,c#,Программист С++,Санкт-Петербург,,,,2025-05-15T16:20:45+0300,Renga Software,https://api.hh.ru/vacancies/119781375?host=hh.ru,2025-05-16 00:00:36.846338,hh
120573351,c#,Системный архитектор / Solution Architect,Москва,,,,2025-05-15T16:12:07+0300,Hoff Tech,https://api.hh.ru/vacancies/120573351?host=hh.ru,2025-05-16 00:00:36.846342,hh
120598295,c#,.NET-разработчик (middle+/senior),Санкт-Петербург,,,,2025-05-15T16:11:16+0300,Directum,https://api.hh.ru/vacancies/120598295?host=hh.ru,2025-05-16 00:00:36.846347,hh
118601695,c#,Backend разработчик ПО ( C # ),Москва,,,,2025-05-15T16:08:38+0300,Корпорация Галактика,https://api.hh.ru/vacancies/118601695?host=hh.ru,2025-05-16 00:00:36.846353,hh
120123314,c#,Стажер-разработчик 1С,Москва,33116.0,33116.0,RUR,2025-05-15T16:03:31+0300,Компания Trisoft,https://api.hh.ru/vacancies/120123314?host=hh.ru,2025-05-16 00:00:36.846359,hh
120596712,c#,"Senior Unity Developer (Mobile midcore Games) iOS, Android",Астана,500000.0,1500000.0,KZT,2025-05-15T15:48:54+0300,AB-Service Company,https://api.hh.ru/vacancies/120596712?host=hh.ru,2025-05-16 00:00:36.846365,hh
120596437,c#,Middle/Senior .NET developer,Армения,,,,2025-05-15T15:43:51+0300,ETNA,https://api.hh.ru/vacancies/120596437?host=hh.ru,2025-05-16 00:00:36.846371,hh
119778118,c#,Senior Backend Developer,Ташкент,,,,2025-05-15T15:29:14+0300,KOSMIK MONITORING VA GEOAXBOROT TEXNOLOGIYALARI MARKAZI,https://api.hh.ru/vacancies/119778118?host=hh.ru,2025-05-16 00:00:36.846435,hh
120420146,c#,Фулстек-разработчик (JS/.NET),Пермь,,,,2025-05-15T15:24:21+0300,ПроИнфоСервис,https://api.hh.ru/vacancies/120420146?host=hh.ru,2025-05-16 00:00:36.846446,hh
120288418,c#,Junior backend разработчик,Алматы,,250000.0,KZT,2025-05-15T15:20:04+0300,Faceplate,https://api.hh.ru/vacancies/120288418?host=hh.ru,2025-05-16 00:00:36.846451,hh
120419234,c#,Xamarin\.NET MAUI Developer,Минск,,,,2025-05-15T15:14:48+0300,Леста Игры,https://api.hh.ru/vacancies/120419234?host=hh.ru,2025-05-16 00:00:36.846455,hh
119777053,c#,C# Developer (офис),Москва,70000.0,150000.0,RUR,2025-05-15T15:14:01+0300,Клеверенс Софт,https://api.hh.ru/vacancies/119777053?host=hh.ru,2025-05-16 00:00:36.846459,hh
120594167,c#,Разработчик .NET,Москва,150000.0,,RUR,2025-05-15T15:12:12+0300,Санаториум,https://api.hh.ru/vacancies/120594167?host=hh.ru,2025-05-16 00:00:36.846463,hh
120063422,c#,C# разработчик,Нижний Новгород,,,,2025-05-15T15:11:00+0300,"САТЕЛ, Группа компаний",https://api.hh.ru/vacancies/120063422?host=hh.ru,2025-05-16 00:00:36.846467,hh
120418465,c#,Стажёр / Программист C# .NET,Ташкент,,,,2025-05-15T15:08:08+0300,Micros Development,https://api.hh.ru/vacancies/120418465?host=hh.ru,2025-05-16 00:00:36.846470,hh
120593676,c#,Специалист по администрированию и доработке платформы IPS 7,Санкт-Петербург,200000.0,,RUR,2025-05-15T15:06:53+0300,SKL Group,https://api.hh.ru/vacancies/120593676?host=hh.ru,2025-05-16 00:00:36.846474,hh
118772505,c#,Преподаватель IT (виртуальный класс),Москва,,100000.0,RUR,2025-05-15T15:02:19+0300,АНО ДО Московская школа программистов,https://api.hh.ru/vacancies/118772505?host=hh.ru,2025-05-16 00:00:36.846483,hh
120592775,c#,C#/.NET-разработчик,Саратов,,,,2025-05-15T14:54:19+0300,Совкомбанк Технологии,https://api.hh.ru/vacancies/120592775?host=hh.ru,2025-05-16 00:00:36.846487,hh
119504924,c#,Тестировщик (Офис),Санкт-Петербург,,75000.0,RUR,2025-05-15T14:48:29+0300,Омега Технологии будущего,https://api.hh.ru/vacancies/119504924?host=hh.ru,2025-05-16 00:00:36.846491,hh
120416583,c#,Программист / Developer,Чебоксары,,,,2025-05-15T14:46:54+0300,ics-it,https://api.hh.ru/vacancies/120416583?host=hh.ru,2025-05-16 00:00:36.846494,hh
120592247,c#,Unity-разработчик / программист,Челябинск,80000.0,100000.0,RUR,2025-05-15T14:46:15+0300,Цифровой элемент,https://api.hh.ru/vacancies/120592247?host=hh.ru,2025-05-16 00:00:36.846498,hh
120591682,c#,Аналитик,Санкт-Петербург,,,,2025-05-15T14:36:47+0300,ГАЗИНФОРМСЕРВИС,https://api.hh.ru/vacancies/120591682?host=hh.ru,2025-05-16 00:00:36.846502,hh
120591588,c#,Team Lead Backend-разработчик,Москва,,,,2025-05-15T14:35:13+0300,Deeptech Engineering,https://api.hh.ru/vacancies/120591588?host=hh.ru,2025-05-16 00:00:36.846505,hh
120590753,c#,Project Manager (ML & Sports Tech),Москва,,,,2025-05-15T14:22:11+0300,STC,https://api.hh.ru/vacancies/120590753?host=hh.ru,2025-05-16 00:00:36.846509,hh
118199219,c#,Специалист по сопровождению информационных систем,Вологда,,70000.0,RUR,2025-05-15T14:13:16+0300,БУ ВО ЦИТ,https://api.hh.ru/vacancies/118199219?host=hh.ru,2025-05-16 00:00:36.846512,hh
120412048,c#,Разработчик C#,Москва,,,,2025-05-15T14:04:16+0300,PIX Robotics,https://api.hh.ru/vacancies/120412048?host=hh.ru,2025-05-16 00:00:36.846516,hh
120588987,c#,.NET-разработчик (middle/senior),Ижевск,,,,2025-05-15T13:58:18+0300,Directum,https://api.hh.ru/vacancies/120588987?host=hh.ru,2025-05-16 00:00:36.846522,hh
120588893,c#,Team lead команды внедрения (C#),Санкт-Петербург,,,,2025-05-15T13:56:43+0300,Directum,https://api.hh.ru/vacancies/120588893?host=hh.ru,2025-05-16 00:00:36.846525,hh
120588312,c#,C#/.NET-разработчик,Москва,,,,2025-05-15T13:47:52+0300,Интермобилити,https://api.hh.ru/vacancies/120588312?host=hh.ru,2025-05-16 00:00:36.846529,hh
119909985,c#,Full Stack разработчик на C# (Программист),Алматы,,,,2025-05-15T13:47:26+0300,Mladex (Mladex Pharm Consulting Group),https://api.hh.ru/vacancies/119909985?host=hh.ru,2025-05-16 00:00:36.846532,hh
120114369,c#,QA-инженер (auto),Санкт-Петербург,,,,2025-05-15T13:40:04+0300,НАЛАНЧ,https://api.hh.ru/vacancies/120114369?host=hh.ru,2025-05-16 00:00:36.846535,hh
119867935,c#,Преподаватель программирования (онлайн),Москва,90000.0,,RUR,2025-05-15T13:30:40+0300,АНО ДО Московская школа программистов,https://api.hh.ru/vacancies/119867935?host=hh.ru,2025-05-16 00:00:36.846539,hh
119603259,c#,Преподаватель языка программирования Python,Москва,,130000.0,RUR,2025-05-15T13:30:13+0300,АНО ДО Московская школа программистов,https://api.hh.ru/vacancies/119603259?host=hh.ru,2025-05-16 00:00:36.846543,hh
107393603,c#,"Старший разработчик Go, Виджеты поиска",Москва,,,,2025-05-15T13:29:35+0300,Ozon,https://api.hh.ru/vacancies/107393603?host=hh.ru,2025-05-16 00:00:36.846546,hh
120586291,c#,Middle разработчик Backend MSSQL,Санкт-Петербург,250000.0,,RUR,2025-05-15T13:17:53+0300,Ран-Ритейл,https://api.hh.ru/vacancies/120586291?host=hh.ru,2025-05-16 00:00:36.846550,hh
118764692,c#,Разработчик .NET/C#,Волжский (Волгоградская область),50000.0,100000.0,RUR,2025-05-15T13:14:41+0300,Мультиворк,https://api.hh.ru/vacancies/118764692?host=hh.ru,2025-05-16 00:00:36.846554,hh
119690701,c#,QA-Engineer на мобильную RTS,Санкт-Петербург,,,,2025-05-15T12:41:46+0300,Gear Games,https://api.hh.ru/vacancies/119690701?host=hh.ru,2025-05-16 00:00:36.846558,hh
115414056,c#,"С# Программист (уровень middle+, senior)",Краснодар,200000.0,,RUR,2025-05-15T12:39:11+0300,ГЛОНАССсофт,https://api.hh.ru/vacancies/115414056?host=hh.ru,2025-05-16 00:00:36.846561,hh
120582503,c#,Unity разработчик / Unity Developer,Казань,230000.0,,RUR,2025-05-15T12:26:41+0300,Softintermob LLC,https://api.hh.ru/vacancies/120582503?host=hh.ru,2025-05-16 00:00:36.846565,hh
109474813,c#,"Преподаватель IT-дисциплин, С++, С#, Python",Санкт-Петербург,,90000.0,RUR,2025-05-15T12:08:33+0300,АНО ДО Московская школа программистов,https://api.hh.ru/vacancies/109474813?host=hh.ru,2025-05-16 00:00:36.846568,hh
120274723,c#,Разработчик ELMA,Москва,,,,2025-05-15T12:03:36+0300,Лаборатория Безопасных Систем,https://api.hh.ru/vacancies/120274723?host=hh.ru,2025-05-16 00:00:36.846572,hh
120580624,c#,Golang-разработчик (Senior),Набережные Челны,,,,2025-05-15T11:58:04+0300,PROFFIT GO,https://api.hh.ru/vacancies/120580624?host=hh.ru,2025-05-16 00:00:36.846575,hh
120580205,c#,Руководитель отдела разработки (C# / .NET),Москва,,,,2025-05-15T11:52:59+0300,B2B-Center,https://api.hh.ru/vacancies/120580205?host=hh.ru,2025-05-16 00:00:36.846579,hh
115601214,c#,"Ведущий разработчик Java, Верхний мета-поиск",Москва,,,,2025-05-15T11:49:47+0300,Ozon,https://api.hh.ru/vacancies/115601214?host=hh.ru,2025-05-16 00:00:36.846584,hh
89906381,c#,Middle Developer C# / Разработчик C#,Москва,,250000.0,RUR,2025-05-15T11:42:52+0300,Bip.ru,https://api.hh.ru/vacancies/89906381?host=hh.ru,2025-05-16 00:00:36.846588,hh
119686586,c#,Senior Backend Developer / Бэкэнд Программист,Москва,,,,2025-05-15T11:39:34+0300,MadOut Games,https://api.hh.ru/vacancies/119686586?host=hh.ru,2025-05-16 00:00:36.846591,hh
89906361,c#,Senior developer C# / Ведущий разработчик C#,Москва,,350000.0,RUR,2025-05-15T11:39:33+0300,Bip.ru,https://api.hh.ru/vacancies/89906361?host=hh.ru,2025-05-16 00:00:36.846595,hh
119901631,c#,Senior C# Developer,Москва,150000.0,,RUR,2025-05-15T11:32:41+0300,Клеверенс Софт,https://api.hh.ru/vacancies/119901631?host=hh.ru,2025-05-16 00:00:36.846599,hh
120578343,c#,C#/.NET-разработчик,Улан-Удэ,70000.0,150000.0,RUR,2025-05-15T11:30:54+0300,ИПК Биллинговый центр,https://api.hh.ru/vacancies/120578343?host=hh.ru,2025-05-16 00:00:36.846602,hh
118870006,c#,Инженер по автоматизации (AQA),Москва,,,,2025-05-15T11:30:44+0300,Топ Системы,https://api.hh.ru/vacancies/118870006?host=hh.ru,2025-05-16 00:00:36.846606,hh
120578271,c#,"Прикладной программист АСУ ТП (SCADA, SoftLogic)",Саратов,50000.0,150000.0,RUR,2025-05-15T11:30:03+0300,ВФ ЭЛНА,https://api.hh.ru/vacancies/120578271?host=hh.ru,2025-05-16 00:00:36.846609,hh
120578227,c#,"Прикладной программист АСУ ТП (SCADA, SoftLogic)",Саратов,50000.0,150000.0,RUR,2025-05-15T11:29:29+0300,ВФ ЭЛНА,https://api.hh.ru/vacancies/120578227?host=hh.ru,2025-05-16 00:00:36.846613,hh
120370028,c#,Программист-разработчик (отдел геоинформационных и навигационных систем),Челябинск,42000.0,80000.0,RUR,2025-05-15T11:26:58+0300,Областное государственное бюджетное учреждение Челябинский региональный центр навигационно-информационных технологий,https://api.hh.ru/vacancies/120370028?host=hh.ru,2025-05-16 00:00:36.846616,hh
120578006,c#,Архитектор ПО,Москва,,,,2025-05-15T11:26:24+0300,ГНИВЦ,https://api.hh.ru/vacancies/120578006?host=hh.ru,2025-05-16 00:00:36.846620,hh
120577829,c#,Инженер по автоматизации тестирования в команду PRO,Москва,,,,2025-05-15T11:23:48+0300,2ГИС,https://api.hh.ru/vacancies/120577829?host=hh.ru,2025-05-16 00:00:36.846623,hh
120577830,c#,Инженер по автоматизации тестирования в команду PRO,Новосибирск,,,,2025-05-15T11:23:48+0300,2ГИС,https://api.hh.ru/vacancies/120577830?host=hh.ru,2025-05-16 00:00:36.846632,hh
120577831,c#,Инженер по автоматизации тестирования в команду PRO,Санкт-Петербург,,,,2025-05-15T11:23:48+0300,2ГИС,https://api.hh.ru/vacancies/120577831?host=hh.ru,2025-05-16 00:00:36.846636,hh
119281353,c#,QA automation (Омск | офис),Омск,,,,2025-05-15T11:06:48+0300,Gems development (Джемс Девелопмент),https://api.hh.ru/vacancies/119281353?host=hh.ru,2025-05-16 00:00:36.846640,hh
117825394,c#,Ведущий программист MS Dynamics Nav,Москва,,,,2025-05-15T10:47:15+0300,Ventra,https://api.hh.ru/vacancies/117825394?host=hh.ru,2025-05-16 00:00:36.846643,hh
120574494,c#,Аналитик по информационной безопасности,Санкт-Петербург,265000.0,324000.0,RUR,2025-05-15T10:45:09+0300,Осмокод,https://api.hh.ru/vacancies/120574494?host=hh.ru,2025-05-16 00:00:36.846647,hh
120386852,c#,Unity Developer / Разработчик игр на Unity,Москва,170000.0,,RUR,2025-05-15T10:22:23+0300,CarX Technologies,https://api.hh.ru/vacancies/120386852?host=hh.ru,2025-05-16 00:00:36.846651,hh
119753379,c#,Эксперт отдела эксплуатации систем мониторинга,Москва,,,,2025-05-15T10:19:06+0300,билайн,https://api.hh.ru/vacancies/119753379?host=hh.ru,2025-05-16 00:00:36.846668,hh
119753380,c#,Эксперт отдела эксплуатации систем мониторинга,Санкт-Петербург,,,,2025-05-15T10:19:06+0300,билайн,https://api.hh.ru/vacancies/119753380?host=hh.ru,2025-05-16 00:00:36.846681,hh
119753381,c#,Эксперт отдела эксплуатации систем мониторинга,Воронеж,,,,2025-05-15T10:19:06+0300,билайн,https://api.hh.ru/vacancies/119753381?host=hh.ru,2025-05-16 00:00:36.846688,hh
119753382,c#,Эксперт отдела эксплуатации систем мониторинга,Екатеринбург,,,,2025-05-15T10:19:06+0300,билайн,https://api.hh.ru/vacancies/119753382?host=hh.ru,2025-05-16 00:00:36.846692,hh
118805950,c#,Senior C# Developer,Санкт-Петербург,240000.0,300000.0,RUR,2025-05-15T10:18:12+0300,Decart IT-production,https://api.hh.ru/vacancies/118805950?host=hh.ru,2025-05-16 00:00:36.846696,hh
120572298,c#,Технический писатель (ГОСТ),Санкт-Петербург,153000.0,276000.0,RUR,2025-05-15T10:18:06+0300,Осмокод,https://api.hh.ru/vacancies/120572298?host=hh.ru,2025-05-16 00:00:36.846699,hh
119752478,c#,Программист С++,Москва,200000.0,,RUR,2025-05-15T10:10:23+0300,Кластерные технологии Софтпоинт,https://api.hh.ru/vacancies/119752478?host=hh.ru,2025-05-16 00:00:36.846703,hh
120384787,c#,Full-stack веб-разработчик .NET/React,Санкт-Петербург,230000.0,,RUR,2025-05-15T10:07:36+0300,Монолит-Инфо,https://api.hh.ru/vacancies/120384787?host=hh.ru,2025-05-16 00:00:36.846707,hh
70847247,c#,Программист C++ (САПР),Москва,,,,2025-05-15T09:59:07+0300,Нанософт,https://api.hh.ru/vacancies/70847247?host=hh.ru,2025-05-16 00:00:36.846711,hh
116765517,c#,Инженер по тестированию (Backend),Пермь,,,,2025-05-15T09:53:03+0300,Т-Банк,https://api.hh.ru/vacancies/116765517?host=hh.ru,2025-05-16 00:00:36.846715,hh
119224206,c#,Middle Unity (c#) developer,Ярославль,120000.0,200000.0,RUR,2025-05-15T09:48:12+0300,Цифкор,https://api.hh.ru/vacancies/119224206?host=hh.ru,2025-05-16 00:00:36.846721,hh
120569378,c#,Java разработчик с нуля (стажер),Москва,70000.0,80000.0,RUR,2025-05-15T09:42:10+0300,Aston,https://api.hh.ru/vacancies/120569378?host=hh.ru,2025-05-16 00:00:36.846724,hh
119749427,c#,"Специалист технической поддержки в офис (2-я линия, без звонков)",Оренбург,50000.0,,RUR,2025-05-15T09:38:14+0300,Wallet One,https://api.hh.ru/vacancies/119749427?host=hh.ru,2025-05-16 00:00:36.846728,hh
111974132,c#,C#|.NET-разработчик,Санкт-Петербург,,,,2025-05-15T09:35:55+0300,Элисофт,https://api.hh.ru/vacancies/111974132?host=hh.ru,2025-05-16 00:00:36.846732,hh
119678354,c#,Ведущий разработчик / Тимлид (DirectumRX),Москва,,,,2025-05-15T09:27:40+0300,Центр внедрения документооборота,https://api.hh.ru/vacancies/119678354?host=hh.ru,2025-05-16 00:00:36.846735,hh
119527163,c#,Инженер по внедрению КТПП,Казань,95000.0,,RUR,2025-05-15T09:20:15+0300,АСКОН,https://api.hh.ru/vacancies/119527163?host=hh.ru,2025-05-16 00:00:36.846739,hh
119527123,c#,Инженер по внедрению КТПП,Тольятти,95000.0,,RUR,2025-05-15T09:19:29+0300,АСКОН,https://api.hh.ru/vacancies/119527123?host=hh.ru,2025-05-16 00:00:36.846743,hh
1000157303,c#,Developer C#,,,,,2025-05-14T20:01:08+03:00,Лаборатория Касперского,https://career.habr.com/vacancies/1000157303,2025-05-16 00:00:42.616088,habr
1000154849,c#,C# Developer (Application Infrastructure Services Development),,,,,2025-05-12T13:01:11+03:00,Лаборатория Касперского,https://career.habr.com/vacancies/1000154849,2025-05-16 00:00:42.616122,habr
1000156378,c#,Разработчик .net (Middle C#),,,,,2025-05-15T14:27:32+03:00,ИТ-компания «Лоция»,https://career.habr.com/vacancies/1000156378,2025-05-16 00:00:42.616132,habr
1000156416,c#,Senior C# разработчик,Москва,,,,2025-05-09T17:55:10+03:00,ИТ-компания «Лоция»,https://career.habr.com/vacancies/1000156416,2025-05-16 00:00:42.616139,habr
1000155254,c#,C#/.NET-разработчик,Москва,,,,2025-05-10T17:27:04+03:00,ИТ-компания «Лоция»,https://career.habr.com/vacancies/1000155254,2025-05-16 00:00:42.616146,habr
1000146199,c#,Инженер автоматизированного тестирования (C#),,,,,2025-05-11T11:43:03+03:00,ПСБ цифровая лаборатория,https://career.habr.com/vacancies/1000146199,2025-05-16 00:00:42.616153,habr
1000153188,c#,Tech Lead (C#),Москва,,,,2025-05-10T18:27:03+03:00,GlobalCareer,https://career.habr.com/vacancies/1000153188,2025-05-16 00:00:42.616159,habr
1000155928,c#,C# developer,"Москва, Липецк",,,,2025-04-23T15:30:18+03:00,НЛМК ИТ,https://career.habr.com/vacancies/1000155928,2025-05-16 00:00:42.616166,habr
1000157375,c#,Middle/Senior C# разработчик YouRa,,,,,2025-05-13T10:41:56+03:00,2GIS,https://career.habr.com/vacancies/1000157375,2025-05-16 00:00:42.616178,habr
1000154300,c#,Разработчик FullStack Middle C# ASP.Net,,,,,2025-04-29T12:46:57+03:00,Технологии ОФС,https://career.habr.com/vacancies/1000154300,2025-05-16 00:00:42.616185,habr
1000156375,c#,Senior Web-разработчик C#,Москва,,,,2025-05-15T13:54:52+03:00,ИТ-компания «Лоция»,https://career.habr.com/vacancies/1000156375,2025-05-16 00:00:42.616192,habr
1000155587,c#,Разработчик C# (Middle+),Москва,,,,2025-05-14T18:29:25+03:00,СберКорус,https://career.habr.com/vacancies/1000155587,2025-05-16 00:00:42.616198,habr
1000156665,c#,Senior C# developer (API сервиса подписок),,,,,2025-05-09T18:00:49+03:00,Лаборатория Касперского,https://career.habr.com/vacancies/1000156665,2025-05-16 00:00:42.616204,habr
1000156741,c#,Middle C# разработчик,Москва,,,,2025-05-09T16:27:02+03:00,Т8,https://career.habr.com/vacancies/1000156741,2025-05-16 00:00:42.616210,habr
1000125869,c#,Ведущий backend разработчик (C# & ASP.NET Core),,250000.0,350000.0,rur,2025-04-21T14:21:45+03:00,ГК «ЭкоНива»,https://career.habr.com/vacancies/1000125869,2025-05-16 00:00:42.616216,habr
1000156779,c#,C# Unity Developer,Оренбург,,,,2025-05-10T15:27:07+03:00,Netwrk,https://career.habr.com/vacancies/1000156779,2025-05-16 00:00:42.616222,habr
1000156598,c#,Senior Backend Developer (C#),Москва,,,,2025-05-15T14:27:32+03:00,GlobalCareer,https://career.habr.com/vacancies/1000156598,2025-05-16 00:00:42.616228,habr
1000157396,c#,Инженер-программист C#,Ростов-на-Дону,130000.0,,rur,2025-04-22T16:04:35+03:00,ГК «Турбулентность-ДОН»,https://career.habr.com/vacancies/1000157396,2025-05-16 00:00:42.616235,habr
1000157257,c#,QA Lead (C#),,,,,2025-05-08T15:32:22+03:00,Wanted.,https://career.habr.com/vacancies/1000157257,2025-05-16 00:00:42.617659,habr
1000157254,c#,Разработчик c# (forex разработка программы для трейдинга),,150000.0,180000.0,rur,2025-05-08T15:25:04+03:00,Westernpips,https://career.habr.com/vacancies/1000157254,2025-05-16 00:00:42.617675,habr
1000146087,c#,Разработчик C#,"Екатеринбург, Красноярск, Новосибирск",,,,2025-05-13T08:09:58+03:00,ЕВРАЗ,https://career.habr.com/vacancies/1000146087,2025-05-16 00:00:42.617846,habr
1000155878,c#,Senior FullStack Software Developer C#,,,,,2025-04-14T13:58:00+03:00,Технологии ОФС,https://career.habr.com/vacancies/1000155878,2025-05-16 00:00:42.617856,habr
1000138084,c#,Разработчик прикладной серверной инфраструктуры (C#),Москва,,,,2025-05-15T10:27:20+03:00,Группа Астра,https://career.habr.com/vacancies/1000138084,2025-05-16 00:00:42.617893,habr
1000156393,c#,Middle+ С# .NET ,Москва,,,,2025-05-15T11:13:57+03:00,АктивБизнесКонсалт,https://career.habr.com/vacancies/1000156393,2025-05-16 00:00:42.617904,habr
1000129519,c#,Разработчик C# (.NET),,,,,2025-04-21T11:37:39+03:00,Action tech,https://career.habr.com/vacancies/1000129519,2025-05-16 00:00:42.617967,habr
1000157385,c#,Middle C# Developer,Красноярск,160000.0,200000.0,rur,2025-05-15T04:03:26+03:00,Фабрика Решений,https://career.habr.com/vacancies/1000157385,2025-05-16 00:00:42.618038,habr
1000157032,c#,C#/.NET core engineer,Нижний Новгород,,,,2025-05-14T17:27:01+03:00,КуулКлевер Лаб,https://career.habr.com/vacancies/1000157032,2025-05-16 00:00:42.618053,habr
1000157404,c#,Team lead C#,Москва,,,,2025-05-14T09:52:24+03:00,Алеан,https://career.habr.com/vacancies/1000157404,2025-05-16 00:00:42.618061,habr
1000156923,c#,C/C++ Developer,Москва,,,,2025-05-11T17:27:13+03:00,ИТ-Холдинг Т1,https://career.habr.com/vacancies/1000156923,2025-05-16 00:00:42.618067,habr
1000154417,c#,"Senior Developer, IDP",,,,,2025-05-09T17:01:06+03:00,Лаборатория Касперского,https://career.habr.com/vacancies/1000154417,2025-05-16 00:00:42.618073,habr
1000155182,c#,Системный архитектор,,,,,2025-05-09T16:27:08+03:00,БФТ - Холдинг,https://career.habr.com/vacancies/1000155182,2025-05-16 00:00:42.619176,habr
1000156734,c#,SDET C# (Services Integration),,,,,2025-05-11T21:00:49+03:00,Лаборатория Касперского,https://career.habr.com/vacancies/1000156734,2025-05-16 00:00:42.619187,habr
1000129582,c#,Team Lead C# (.net),Москва,,,,2025-04-21T11:37:39+03:00,Action tech,https://career.habr.com/vacancies/1000129582,2025-05-16 00:00:42.619195,habr
1000154397,c#,Разработчик .Net,"Москва, Санкт-Петербург, Казань",,,,2025-05-15T13:56:07+03:00,Bell Integrator,https://career.habr.com/vacancies/1000154397,2025-05-16 00:00:42.619351,habr
1000156787,c#,Directum Developer,Москва,,,,2025-05-10T13:27:03+03:00,AstraZeneca,https://career.habr.com/vacancies/1000156787,2025-05-16 00:00:42.619364,habr
